event_id,event_name,event_timestamp,user_pseudo_id,user_id,session_id,page_location,page_title
0e975f00-0d96-442c-82bd-6e8c422fcf63,page_view,2024-12-03 02:15:26.044702,GA-462ff47f-e510-4d9c-9660-d20692c3f519,U-64fe4e49,S-e2f708a3-62d,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
6e53f405-dc97-4d77-a9d7-682b8e02f006,page_view,2024-12-03 02:17:34.044702,GA-462ff47f-e510-4d9c-9660-d20692c3f519,U-64fe4e49,S-e2f708a3-62d,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
ba58a8eb-dd1b-43d9-9383-185a9d7ab6dd,page_view,2024-12-03 02:19:30.044702,GA-462ff47f-e510-4d9c-9660-d20692c3f519,U-64fe4e49,S-e2f708a3-62d,https://vancubic.com/checkout/confirmacion,Pedido Confirmado
35790409-53bf-458e-b6f7-0fe6145a612f,page_view,2024-12-03 02:20:47.044702,GA-462ff47f-e510-4d9c-9660-d20692c3f519,U-64fe4e49,S-e2f708a3-62d,https://vancubic.com/contacto,Contacto
d0561045-2796-4de0-a631-ba93821ac336,page_view,2024-12-03 02:23:24.044702,GA-462ff47f-e510-4d9c-9660-d20692c3f519,U-64fe4e49,S-e2f708a3-62d,https://vancubic.com/mi-cuenta,Área Privada
efa483c7-9f72-4ffc-b6b3-283f8cc07f86,page_view,2024-12-04 08:24:45.675694,GA-52ea41c5-4db6-4fe3-99a6-d0b7475df6d7,,S-3ac3de17-832,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
5a5a46c5-890e-4486-b604-c9c9785f75d4,page_view,2024-12-04 08:27:03.675694,GA-52ea41c5-4db6-4fe3-99a6-d0b7475df6d7,,S-3ac3de17-832,https://vancubic.com/camperizaciones/accesorios,Accesorios Camper
14fb4b8b-99bf-4da1-925d-5194783319f9,page_view,2024-12-04 08:27:53.675694,GA-52ea41c5-4db6-4fe3-99a6-d0b7475df6d7,,S-3ac3de17-832,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
73a5722f-7446-4ce8-9840-c909080f8126,page_view,2024-12-04 08:30:13.675694,GA-52ea41c5-4db6-4fe3-99a6-d0b7475df6d7,,S-3ac3de17-832,https://vancubic.com/checkout/confirmacion,Pedido Confirmado
f2f6c02a-65ac-49a1-9102-3e17fe2bfaa3,page_view,2024-12-05 03:46:34.292428,GA-f50f0a31-a3d3-4b3e-b269-5a1ee1f95d95,,S-f13d2da8-2d9,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
951c849f-905b-4d95-bd2f-7b20bc55f5db,page_view,2024-12-05 03:48:19.292428,GA-f50f0a31-a3d3-4b3e-b269-5a1ee1f95d95,,S-f13d2da8-2d9,https://vancubic.com/configurador,Configurador de Furgo
55a5f8e2-695d-44c6-a0fb-cd35ec79f2f9,page_view,2024-12-05 03:50:07.292428,GA-f50f0a31-a3d3-4b3e-b269-5a1ee1f95d95,,S-f13d2da8-2d9,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
6690259e-9c0b-4122-b96c-72100da90601,page_view,2024-12-05 03:52:31.292428,GA-f50f0a31-a3d3-4b3e-b269-5a1ee1f95d95,,S-f13d2da8-2d9,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
66e80db6-1032-4d68-bfc1-fe56229f53db,page_view,2024-12-05 03:54:50.292428,GA-f50f0a31-a3d3-4b3e-b269-5a1ee1f95d95,,S-f13d2da8-2d9,https://vancubic.com/configurador,Configurador de Furgo
4514d588-2e32-49a0-8c96-698a76b0f514,page_view,2024-12-05 03:56:02.292428,GA-f50f0a31-a3d3-4b3e-b269-5a1ee1f95d95,,S-f13d2da8-2d9,https://vancubic.com/mi-cuenta,Área Privada
6de8647f-e60e-484f-ae62-2735a0029f78,page_view,2024-12-06 20:38:04.120095,GA-f05cd29d-1d01-4609-a49c-7252625167d1,U-d7a260e4,S-6004d2d1-acb,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
aeb6a1be-e617-475d-ac72-7299ee319d19,page_view,2024-12-06 20:40:25.120095,GA-f05cd29d-1d01-4609-a49c-7252625167d1,U-d7a260e4,S-6004d2d1-acb,https://vancubic.com/,Inicio - Vancubic
0de79c15-04e2-42ba-96f3-509553aec075,page_view,2024-12-06 20:42:05.120095,GA-f05cd29d-1d01-4609-a49c-7252625167d1,U-d7a260e4,S-6004d2d1-acb,https://vancubic.com/checkout/confirmacion,Pedido Confirmado
8c5ca8c4-eca6-4664-8b06-019c3b524982,page_view,2024-12-06 20:42:49.120095,GA-f05cd29d-1d01-4609-a49c-7252625167d1,U-d7a260e4,S-6004d2d1-acb,https://vancubic.com/configurador,Configurador de Furgo
78a03e34-5f8f-4002-8e68-1d4e9d44168d,page_view,2024-12-06 20:43:38.120095,GA-f05cd29d-1d01-4609-a49c-7252625167d1,U-d7a260e4,S-6004d2d1-acb,https://vancubic.com/mi-cuenta,Área Privada
5fe4333c-b48d-4778-855b-bd646f9db051,page_view,2024-12-07 07:40:21.032118,GA-d854c2b4-90ae-4d0d-9457-4e16d792ad4e,,S-d2a88063-317,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
25183018-c7e8-4172-9b73-a6d7ab286602,page_view,2024-12-07 07:40:58.032118,GA-d854c2b4-90ae-4d0d-9457-4e16d792ad4e,,S-d2a88063-317,https://vancubic.com/checkout/confirmacion,Pedido Confirmado
c42ec736-94dd-4b74-b38a-f258c42c0a3b,page_view,2024-12-07 07:42:04.032118,GA-d854c2b4-90ae-4d0d-9457-4e16d792ad4e,,S-d2a88063-317,https://vancubic.com/mi-cuenta,Área Privada
1842cedc-0369-4110-89f6-bd9a3df5444c,page_view,2024-12-07 07:44:26.032118,GA-d854c2b4-90ae-4d0d-9457-4e16d792ad4e,,S-d2a88063-317,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
a3d066b2-4080-4816-ad5e-4e8dd1012797,page_view,2024-12-09 05:30:07.912264,GA-d9541208-3567-4126-859c-0ca6faabae0e,,S-46c949ba-c8d,https://vancubic.com/,Inicio - Vancubic
cc0e4155-b66f-41aa-98e5-f2b3e990855a,page_view,2024-12-09 05:32:10.912264,GA-d9541208-3567-4126-859c-0ca6faabae0e,,S-46c949ba-c8d,https://vancubic.com/camperizaciones/cubic-pro,Cubic Pro - Módulo Completo
fb8ba25b-feaa-4108-bb0e-7ff350455041,page_view,2024-12-09 05:34:12.912264,GA-d9541208-3567-4126-859c-0ca6faabae0e,,S-46c949ba-c8d,https://vancubic.com/mi-cuenta,Área Privada
e148b038-1581-4773-8fcd-b6be7143b043,page_view,2024-12-09 14:33:12.942277,GA-291ceb4b-11b1-4e26-a249-3cf44ac11e3a,,S-2c09598e-66f,https://vancubic.com/,Inicio - Vancubic
8864156d-e7f0-4e22-bda4-948a838e3a6b,page_view,2024-12-09 14:35:17.942277,GA-291ceb4b-11b1-4e26-a249-3cf44ac11e3a,,S-2c09598e-66f,https://vancubic.com/login,Iniciar Sesión
dee11aa8-bc48-4e85-b815-a5558b823e64,page_view,2024-12-09 14:37:40.942277,GA-291ceb4b-11b1-4e26-a249-3cf44ac11e3a,,S-2c09598e-66f,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
1bd0edd4-1bf4-417d-b9e3-7f30ed7f605f,page_view,2024-12-09 14:38:29.942277,GA-291ceb4b-11b1-4e26-a249-3cf44ac11e3a,,S-2c09598e-66f,https://vancubic.com/mi-cuenta,Área Privada
b5e53561-188d-488a-92a2-fa424128fe33,page_view,2024-12-09 14:41:25.942277,GA-291ceb4b-11b1-4e26-a249-3cf44ac11e3a,,S-2c09598e-66f,https://vancubic.com/contacto,Contacto
bba312b1-1d96-451a-9473-986d17b6fbcd,page_view,2024-12-09 14:42:30.942277,GA-291ceb4b-11b1-4e26-a249-3cf44ac11e3a,,S-2c09598e-66f,https://vancubic.com/configurador,Configurador de Furgo
484d1174-1d19-42f8-a3b9-c7cb3207ab73,page_view,2024-12-09 16:21:34.479293,GA-d9f9ccc3-27df-46bf-ad1b-6753836fd7d4,U-3122c129,S-d19cec19-18b,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
66d716e8-4982-47d7-96b6-f871ff4c854e,page_view,2024-12-09 16:22:33.479293,GA-d9f9ccc3-27df-46bf-ad1b-6753836fd7d4,U-3122c129,S-d19cec19-18b,https://vancubic.com/configurador,Configurador de Furgo
8c50ade9-74f3-49ec-9356-2af40284a0f3,page_view,2024-12-09 16:23:09.479293,GA-d9f9ccc3-27df-46bf-ad1b-6753836fd7d4,U-3122c129,S-d19cec19-18b,https://vancubic.com/mi-cuenta,Área Privada
31e9fde4-9917-46f3-9a9a-ca0cfc129b25,page_view,2024-12-09 16:24:26.479293,GA-d9f9ccc3-27df-46bf-ad1b-6753836fd7d4,U-3122c129,S-d19cec19-18b,https://vancubic.com/camperizaciones/accesorios,Accesorios Camper
5c9de502-5d3b-46e6-8d3b-0f93a3ff497a,page_view,2024-12-10 06:51:25.896081,GA-6a2b7cea-9223-48fb-9a25-ede4a90b7cef,,S-34de3546-38e,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
8a83436a-5cf6-49c8-9597-bab941bca803,page_view,2024-12-10 06:53:49.896081,GA-6a2b7cea-9223-48fb-9a25-ede4a90b7cef,,S-34de3546-38e,https://vancubic.com/registro,Registro de Usuario
0f38a75f-c798-4faf-b4e6-363fe322b066,page_view,2024-12-10 06:55:13.896081,GA-6a2b7cea-9223-48fb-9a25-ede4a90b7cef,,S-34de3546-38e,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
aff80a9c-c09c-4b43-9687-77463da5b078,page_view,2024-12-10 06:56:56.896081,GA-6a2b7cea-9223-48fb-9a25-ede4a90b7cef,,S-34de3546-38e,https://vancubic.com/camperizaciones/accesorios,Accesorios Camper
1a292d45-46de-4087-955d-5f90e0de4b8c,page_view,2024-12-10 06:59:31.896081,GA-6a2b7cea-9223-48fb-9a25-ede4a90b7cef,,S-34de3546-38e,https://vancubic.com/camperizaciones/accesorios,Accesorios Camper
8a2ddb14-dc14-480e-b885-d7a36f186a0d,page_view,2024-12-10 07:00:52.896081,GA-6a2b7cea-9223-48fb-9a25-ede4a90b7cef,,S-34de3546-38e,https://vancubic.com/checkout/confirmacion,Pedido Confirmado
6289ca7b-76a7-4833-a43a-ac8bc926d824,page_view,2024-12-10 13:15:44.036441,GA-3788e6c1-81ed-46f7-a5ef-7266cc107aa8,,S-0883630e-0cc,https://vancubic.com/,Inicio - Vancubic
6efa57c4-5ae7-43a5-a986-82bd9f0c2c55,page_view,2024-12-10 13:18:07.036441,GA-3788e6c1-81ed-46f7-a5ef-7266cc107aa8,,S-0883630e-0cc,https://vancubic.com/contacto,Contacto
768edf6c-463f-48ec-8f50-116b8ee24f6b,page_view,2024-12-10 13:18:59.036441,GA-3788e6c1-81ed-46f7-a5ef-7266cc107aa8,,S-0883630e-0cc,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
d175688d-9729-4ff0-8bdd-dcded61d7298,page_view,2024-12-11 06:02:19.977520,GA-ca0bd0e6-9e9a-4cf9-bb62-fbbea7575614,,S-884ca6f2-446,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
a99858b7-d163-4a1c-ba43-7d11f07100fd,page_view,2024-12-11 06:04:03.977520,GA-ca0bd0e6-9e9a-4cf9-bb62-fbbea7575614,,S-884ca6f2-446,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
215c20bd-3084-4154-bffe-e581b94c8b91,page_view,2024-12-11 06:05:49.977520,GA-ca0bd0e6-9e9a-4cf9-bb62-fbbea7575614,,S-884ca6f2-446,https://vancubic.com/registro,Registro de Usuario
d353fabb-969a-414d-a796-8c18eb8fa93a,page_view,2024-12-11 06:06:59.977520,GA-ca0bd0e6-9e9a-4cf9-bb62-fbbea7575614,,S-884ca6f2-446,https://vancubic.com/registro,Registro de Usuario
f0ad7437-feca-4070-a5e7-07bb23a3132f,page_view,2024-12-12 20:51:11.611958,GA-8f8eb4a2-b904-4f57-bf54-5a231fbb5457,,S-07e088f4-f21,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
d06c350e-992f-4025-96f7-8e9f4e862adb,page_view,2024-12-12 20:52:16.611958,GA-8f8eb4a2-b904-4f57-bf54-5a231fbb5457,,S-07e088f4-f21,https://vancubic.com/camperizaciones/cubic-pro,Cubic Pro - Módulo Completo
b192fd53-5ec3-4dbc-ab69-19b71dfd1720,page_view,2024-12-12 20:53:46.611958,GA-8f8eb4a2-b904-4f57-bf54-5a231fbb5457,,S-07e088f4-f21,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
6bd863cc-5870-445e-abbc-f8949090827d,page_view,2024-12-12 20:56:22.611958,GA-8f8eb4a2-b904-4f57-bf54-5a231fbb5457,,S-07e088f4-f21,https://vancubic.com/camperizaciones/cubic-pro,Cubic Pro - Módulo Completo
668f814a-6fcc-4581-96b6-10675b335336,page_view,2024-12-16 05:58:14.670462,GA-cf42e112-9477-4843-9cc9-1b331163894f,,S-e45525b0-70e,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
c95ac862-b094-4b22-992f-5181be92acaa,page_view,2024-12-16 06:01:05.670462,GA-cf42e112-9477-4843-9cc9-1b331163894f,,S-e45525b0-70e,https://vancubic.com/login,Iniciar Sesión
0155fee4-0b0c-4b36-8aa8-1d658b8f8d54,page_view,2024-12-16 06:02:08.670462,GA-cf42e112-9477-4843-9cc9-1b331163894f,,S-e45525b0-70e,https://vancubic.com/configurador,Configurador de Furgo
f9bebf41-5daa-4184-95d6-bf4d13bbe0d1,page_view,2024-12-16 06:03:00.670462,GA-cf42e112-9477-4843-9cc9-1b331163894f,,S-e45525b0-70e,https://vancubic.com/contacto,Contacto
1c6a2b41-b37d-4acd-9226-75e31489d210,page_view,2024-12-17 17:27:52.887321,GA-b56d2d7d-4fcd-4fc7-94c3-bacbb41b45b2,,S-4fb26253-bac,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
61d94cc1-6c34-48f9-881b-8cc265f648cf,page_view,2024-12-17 17:30:36.887321,GA-b56d2d7d-4fcd-4fc7-94c3-bacbb41b45b2,,S-4fb26253-bac,https://vancubic.com/checkout/confirmacion,Pedido Confirmado
1ba4c143-c350-43b6-b89d-3ab20ccba540,page_view,2024-12-17 17:32:51.887321,GA-b56d2d7d-4fcd-4fc7-94c3-bacbb41b45b2,,S-4fb26253-bac,https://vancubic.com/checkout/confirmacion,Pedido Confirmado
9cdf6868-acb6-4c92-8641-dd51db57332b,page_view,2024-12-17 17:35:05.887321,GA-b56d2d7d-4fcd-4fc7-94c3-bacbb41b45b2,,S-4fb26253-bac,https://vancubic.com/contacto,Contacto
9f799df7-cb9c-4faa-b25b-efb7a6c6152e,page_view,2024-12-17 22:56:13.741208,GA-d5cd9113-97de-49dc-8fe7-24a6ba213f8b,U-2897f60a,S-622bffe6-171,https://vancubic.com/,Inicio - Vancubic
50ad137f-a3ca-4271-9d29-03f063b33b48,page_view,2024-12-17 22:58:38.741208,GA-d5cd9113-97de-49dc-8fe7-24a6ba213f8b,U-2897f60a,S-622bffe6-171,https://vancubic.com/configurador,Configurador de Furgo
bde0f39e-92a5-479a-87f4-45c829d6b824,page_view,2024-12-17 23:01:07.741208,GA-d5cd9113-97de-49dc-8fe7-24a6ba213f8b,U-2897f60a,S-622bffe6-171,https://vancubic.com/mi-cuenta,Área Privada
5dd3dda0-0276-4406-8669-0edcc76a1b74,page_view,2024-12-17 22:56:13.741208,GA-d5cd9113-97de-49dc-8fe7-24a6ba213f8b,U-2897f60a,S-77a66607-5ed,https://vancubic.com/,Inicio - Vancubic
